job,marital,education,default,housing,loan,contact,month,poutcome,Target
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,no,yes,cellular,jul,unknown,no
housemaid,single,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,yes,telephone,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,yes,yes,yes,telephone,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,single,secondary,yes,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,single,unknown,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
technician,single,tertiary,no,yes,yes,cellular,jul,unknown,no
housemaid,married,primary,no,yes,no,telephone,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,telephone,jul,unknown,no
housemaid,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,yes,yes,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,yes
management,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
entrepreneur,single,secondary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
housemaid,single,tertiary,no,yes,yes,cellular,jul,unknown,no
technician,single,secondary,no,no,no,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,yes,no,telephone,jul,unknown,no
management,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,primary,no,yes,no,telephone,jul,unknown,no
technician,single,secondary,no,no,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
student,married,secondary,no,yes,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,yes,telephone,jul,unknown,no
student,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,yes
admin.,divorced,secondary,no,no,yes,telephone,jul,unknown,no
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
self-employed,married,secondary,no,yes,yes,cellular,jul,unknown,no
services,married,secondary,yes,no,yes,cellular,jul,unknown,no
management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,no
entrepreneur,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,telephone,jul,unknown,no
admin.,single,secondary,no,no,no,telephone,jul,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,telephone,jul,unknown,no
admin.,married,secondary,no,yes,no,telephone,jul,unknown,no
retired,married,primary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,yes,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
services,single,primary,no,yes,no,cellular,jul,unknown,no
retired,married,primary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,primary,no,no,yes,cellular,jul,unknown,no
retired,married,primary,no,no,yes,cellular,jul,unknown,no
blue-collar,single,tertiary,no,no,no,telephone,jul,unknown,no
services,married,primary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
self-employed,married,secondary,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,married,primary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
management,married,secondary,yes,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
services,married,primary,no,no,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,divorced,secondary,no,no,yes,telephone,jul,unknown,no
technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,secondary,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,tertiary,no,no,no,cellular,jul,unknown,no
admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,no,no,telephone,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,telephone,jul,unknown,no
services,married,secondary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
self-employed,married,secondary,yes,yes,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
retired,divorced,secondary,no,no,no,cellular,jul,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
unemployed,divorced,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
entrepreneur,married,primary,no,yes,no,cellular,jul,unknown,no
housemaid,married,primary,no,yes,no,cellular,jul,unknown,yes
housemaid,married,primary,no,no,yes,telephone,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
admin.,divorced,secondary,no,no,no,cellular,jul,unknown,no
services,single,secondary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
technician,single,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,no
services,divorced,secondary,no,no,no,cellular,jul,unknown,no
admin.,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
technician,single,unknown,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,divorced,primary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
management,married,primary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
housemaid,married,primary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
housemaid,married,secondary,yes,yes,yes,cellular,jul,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
services,married,primary,no,no,no,telephone,jul,unknown,no
services,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
unemployed,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
student,single,secondary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,no,yes,telephone,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,telephone,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
retired,divorced,tertiary,no,no,no,cellular,jul,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,divorced,secondary,no,yes,no,telephone,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
services,divorced,secondary,no,no,no,cellular,jul,unknown,no
services,single,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,no,yes,cellular,jul,unknown,yes
management,married,unknown,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
technician,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,no,yes,cellular,jul,unknown,no
technician,divorced,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,married,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
management,single,secondary,no,yes,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
admin.,single,unknown,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
admin.,married,unknown,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,secondary,no,yes,yes,cellular,jul,unknown,no
management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
management,single,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
retired,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
services,married,primary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
services,single,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
